id	broker_name	collected_by	center_name
3036		CDPH VBL	SUB10619169
3037		CDPHE	SUB10619173
3038		FYR Diagnostics	SUB10622391
3039		New Mexico Department of Health Scientific Laboratory	SUB10623282
3040		CDPH VBL	SUB10623567
3041		Pandemic Response Lab - NYC	SUB10626249
3042			SUB10626352
3043		CDPH VBL	SUB10627008
3044		CDPH VBL	SUB10627021
3045			SUB10627028
3046		CDPH VBL	SUB10627133
3047		Microbiology Department. Complexo Hospitalario Universitario de Vigo	SUB10628788
3048		Pandemic Response Lab - NYC	SUB10628842
3049		Pandemic Response Lab - NYC	SUB10628889
3050		Utah Public Health Laboratory	SUB10629184
3051		Pandemic Response Lab - NYC	SUB10630081
3052		South Dakota Public Health Laboratory	SUB10630479
3053		Utah Public Health Laboratory	SUB10632143
3054		Utah Public Health Laboratory	SUB10632152
3055		HIRAM CLARKE MSC - 3810 W FUQUA ST	SUB10632247
3056		HCO INST FORENSIC SCI - 1861 OLD SPANISH TRAIL	SUB10632247
3057		GALE, LETOSHA	SUB10632247
3058		FBCCHS - COVID Testing - 4520 READING ROAD, SUITE A-200	SUB10632247
3059		FORT BEND EMPLOYEE - 301 JACKSON STREET	SUB10632247
3060		MAGNOLIA HEALTH CENTER - 7037 CAPITOL	SUB10632247
3061		SOUTHWEST MSC- 6400 HIGH STAR DRIVE	SUB10632247
3062		PARK MANOR WESTCHASE - 11910 RICHMOND AVE	SUB10632247
3063		ACRES HOME MSC - 6719 W MONTGOMERY RD	SUB10632247
3064		MEMORIAL CITY HEALTH- 1341 BLALOCK RD	SUB10632247
3065		Pandemic Response Lab - NYC	SUB10632254
3066		Pandemic Response Lab - NYC	SUB10632329
3067		Pandemic Response Lab - NYC	SUB10632972
3068		Pandemic Response Lab - NYC	SUB10632974
3069		Cornell University	SUB10633040
3070		Pandemic Response Lab - NYC	SUB10633041
3071		Pandemic Response Lab - NYC	SUB10633047
3072		Pandemic Response Lab - NYC	SUB10633065
3073		Pandemic Response Lab - NYC	SUB10633067
3074		healthcare provider	SUB10633074
3075		Pandemic Response Lab - NYC	SUB10633079
3076		Pandemic Response Lab - NYC	SUB10633080
3077		PrimBio Research Institute	SUB10633152
3078		UCI Medical Center	SUB10633187
3079		Bio Lab	SUB10633187
3080		California Hospital Medical Center	SUB10633187
3081		Providence Saint John&apos;s Health Center	SUB10633187
3082		Martin Luther King Jr. Community Hospital	SUB10633187
3083		Henry Mayo Newhall Hospital	SUB10633187
3084		Olive View Medical Center	SUB10633187
3085		Saint Francis Medical Center	SUB10633187
3086		Palmdale Regional Medical Center	SUB10633187
3087		modMD	SUB10633187
3088		PIH Health Whittier Hospital	SUB10633187
3089		Pomona Valley Hospital Medical Center	SUB10633187
3090		Martin Luther King, Jr. Outpatient Center	SUB10633187
3091		UCLA Clinical Micro Lab	SUB10633284
3092		Pomona Valley Hospital Medical Center	SUB10633284
3093		modMD	SUB10633284
3094		PIH Health Whittier Hospital	SUB10633284
3095		Henry Mayo Newhall Hospital	SUB10633284
3096		Providence Saint John&apos;s Health Center	SUB10633284
3097		Bio Lab	SUB10633284
3098		Huntington Memorial Hospital	SUB10633284
3099		Primex Clinical Laboratories	SUB10633284
3100		Quantgene Lab	SUB10633284
3101		Martin Luther King Jr. Community Hospital	SUB10633284
3102		NJDOH, Public Health and Environmental Laboratories	SUB10636675
3103		Virginia Commonwealth University	SUB10636983
3104		Virginia Commonwealth University	SUB10637202
3105		NJDOH, Public Health and Environmental Laboratories	SUB10637508
3106		CDPH VBL	SUB10637518
3107		healthcare provider	SUB10638214
3108		Texas Department of State Health Services	SUB10638809
3109		Public Health Ontario (PHO)	SUB10639135
3110			SUB10642346
3111		CDPH VBL	SUB10642567
3112		Orange County Public Health Laboratory	SUB10642773
3113		CDPH VBL	SUB10642910
3114		CDPH VBL	SUB10642985
3115		Virginia Commonwealth University	SUB10643614
3116		CDPH VBL	SUB10644148
3117		CDPHE	SUB10644781
3118		CDPHE	SUB10649085
3119		UWHC	SUB10649127
3120		Cornell University	SUB10649197
3121		McDonnell Genome Institute at Washington University	SUB10649248
3122		CDPHE	SUB10649296
3123		CDPH VBL	SUB10649371
3124		CDPH VBL	SUB10649384
3125		CDPH VBL	SUB10649403
3126		CDPH VBL	SUB10649458
3127		NJDOH, Public Health and Environmental Laboratories	SUB10649819
3128		self	SUB10660152
3129		Ethiopian Biotechnology Institute (EBTI)	SUB10662064
3130		CDPHE	SUB10662326
3131		CDPHE	SUB10662342
3132		CDPHE	SUB10662422
3133		CDPHE	SUB10662425
3134		CDPHE	SUB10662427
3135		CDPH VBL	SUB10662491
3136		CDPHE	SUB10662492
3137		CDPHE	SUB10662503
3138		CDPH VBL	SUB10662504
3139		CDPHE	SUB10662517
3140		CDPHE	SUB10662518
3141		CDPH VBL	SUB10662519
3142		CDPHE	SUB10662520
3143		CDPHE	SUB10662584
3144		CDPH VBL	SUB10663276
3145		CDPH VBL	SUB10663510
3146		CDPH VBL	SUB10670041
3147		CDPH VBL	SUB10670239
3148			SUB10671240
3149		Advanta Analytical Laboratories	SUB10672213
3150		NJDOH, Public Health and Environmental Laboratories	SUB10672594
3151		North Carolina State Laboratory of Public Health	SUB10672871
3152		Texas Department of State Health Services	SUB10673444
3153		healthcare provider	SUB10673447
3154		Pomona Valley Hospital Medical Center	SUB10677596
3155		Palmdale Regional Medical Center	SUB10677596
3156		Bio Lab	SUB10677596
3157		Henry Mayo Newhall Hospital	SUB10677596
3158		Providence Saint John&apos;s Health Center	SUB10677596
3159		PIH Health Whittier Hospital	SUB10677596
3160		Martin Luther King Jr. Community Hospital	SUB10677596
3161		Bio Lab	SUB10677689
3162		Palmdale Regional Medical Center	SUB10677689
3163		Martin Luther King Jr. Community Hospital	SUB10677689
3164		Exceltox Laboratories	SUB10677689
3165		UCLA Clinical Micro Lab	SUB10677689
3166		quantgene Lab	SUB10677689
3167		Pomona Valley Hospital Medical Center	SUB10677689
3168		Pennsylvania Department of Health Bureau of Laboratories	SUB10678068
3169			SUB10678297
3170		Texas Department of State Health Services	SUB10678448
3171		NJDOH, Public Health and Environmental Laboratories	SUB10678497
3172		Texas Department of State Health Services	SUB10678498
3173		CDPH VBL	SUB10678583
3174		CDPH VBL	SUB10678596
3175		INH	SUB10679500
3176		Texas Department of State Health Services	SUB10680636
3177		Utah Public Health Laboratory	SUB10680673
3178		Utah Public Health Laboratory	SUB10680712
3179		Virginia Division of Consolidated Laboratory Services	SUB10683542
3180		Virginia Division of Consolidated Laboratory Services	SUB10683551
3181		Virginia Division of Consolidated Laboratory Services	SUB10683555
3182		Virginia Division of Consolidated Laboratory Services	SUB10683556
3183		Virginia Division of Consolidated Laboratory Services	SUB10683559
3184		Virginia Division of Consolidated Laboratory Services	SUB10683560
3185		Virginia Division of Consolidated Laboratory Services	SUB10683583
3186		NYSDOH	SUB10683881
3187		Pennsylvania Department of Health Bureau of Laboratories	SUB10683887
3188		NYSDOH	SUB10684064
3189		healthcare provider	SUB10684394
3190		NYSDOH	SUB10684735
3191		Africa Centers for Disease Control and Prevention	SUB10689308
3192		National Health Laboratory service	SUB10689379
3193		University of Pretoria	SUB10689379
3194		Ampath	SUB10689379
3195		Africa Centers for Disease Control and Prevention	SUB10689514
3196		FYR Diagnostics	SUB10690691
3197		NJDOH, Public Health and Environmental Laboratories	SUB10690715
3198		FYR Diagnostics	SUB10690775
3199		FYR Diagnostics	SUB10691050
3200		Orange County Public Health Laboratory	SUB10691066
3201		59MDW-JBSA-Lacklan	SUB10691286
3202		Texas Department of State Health Services	SUB10695279
3203		CDPHE	SUB10695283
3204		CDPH VBL	SUB10695284
3205		CDPHE	SUB10695285
3206		CDPHE	SUB10695286
3207		CDPHE	SUB10695287
3208		CDPHE	SUB10695288
3209		CDPHE	SUB10695289
3210		CDPHE	SUB10695290
3211		CDPHE	SUB10695293
3212		TPMG Regional Laboratory	SUB10695294
3213		CDPHE	SUB10695303
3214		CDPHE	SUB10695305
3215		Molecular Pathology Laboratory, Univ. of Illinois at Chicago	SUB10695316
3625		SSG Hospital, Vadodara	SUB10815212
3216		County of San Luis Obispo Public Health Laboratory	SUB10695318
3217		Sierra Vista Regional Medical Center Laboratory	SUB10695318
3218		Marian Medical Center Laboratory	SUB10695318
3219		Twin Cities Community Hospital Laboratory	SUB10695318
3220		California Polytechnic State University Health Center	SUB10695318
3221		TPMG Regional Laboratory	SUB10695449
3222		PrimBio Research Institute	SUB10695861
3223		Texas Department of State Health Services	SUB10695914
3224		CDPHE	SUB10700898
3225		Africa Centers for Disease Control and Prevention	SUB10700926
3226		CDPHE	SUB10701427
3227		Africa Centres for Disease Control and Prevention	SUB10703472
3228		Africa Centres for Disease Control and Prevention	SUB10703530
3229		NJDOH, Public Health and Environmental Laboratories	SUB10703901
3230		CDPHE	SUB10704434
3231		UWHC	SUB10704892
3232		Capture Diagnostics Hawaii	SUB10704912
3233		UWHC	SUB10705070
3234		FYR Diagnostics	SUB10705248
3235		FYR Diagnostics	SUB10705251
3236		Seychelles Public Health Lab	SUB10708685
3237		Africa Centers for Disease Control and Prevention	SUB10710575
3238		National Health Laboratory Service	SUB10711255
3239		TPMG Regional Laboratory	SUB10712594
3240		CDPHE	SUB10712597
3241		Pennsylvania Department of Health Bureau of Laboratories	SUB10712760
3242		Utah Public Health Laboratory	SUB10712961
3243		CDPHE	SUB10713640
3244		NJDOH, Public Health and Environmental Laboratories	SUB10713703
3245			SUB10713873
3246		National Health Laboratory service	SUB10715641
3247		Philippines-JUSMAG	SUB10715998
3248		Africa Centres for Disease Control and Prevention	SUB10716412
3249		Africa Centres for Disease Control and Prevention	SUB10716428
3250		National Health Laboratory Service	SUB10716467
3251		Utah Public Health Laboratory	SUB10717068
3252		Texas Department of State Health Services	SUB10717309
3253		TWIN CITIES COMM. HOSP LAB	SUB10717608
3254		SIERRA VISTA RMC LAB	SUB10717608
3255		COUNTY OF SAN LUIS OBISPO PUBLIC HEALTH LABORATORY	SUB10717608
3256		CAL POLY HEALTH CENTER	SUB10717608
3257		MARIAN MEDICAL CENTER LAB	SUB10717608
3258		Public Health Ontario (PHO)	SUB10718055
3259		National Health Service Laboratory	SUB10721751
3260		Africa Centres for Disease Control and Prevention	SUB10724007
3261		National Health Laboratory Service	SUB10724010
3262		Africa Centres for Disease Control and Prevention	SUB10724015
3263		healthcare provider	SUB10725302
3264		healthcare provider	SUB10725316
3265		National Health Laboratory Service	SUB10726899
3266		National Health Laboratory Service	SUB10726911
3267			SUB10726960
3268		CDPHE	SUB10727012
3269		National Health Laboratory Service	SUB10728123
3270		CDPHE	SUB10728693
3271		CDPH VBL	SUB10729079
3272		CDPH VBL	SUB10729082
3273		CDPH VBL	SUB10729085
3274		TPMG Regional Laboratory	SUB10729089
3275		Virginia Division of Consolidated Laboratory Services	SUB10731159
3276		Virginia Division of Consolidated Laboratory Services	SUB10731163
3277		Virginia Division of Consolidated Laboratory Services	SUB10731170
3278		Virginia Division of Consolidated Laboratory Services	SUB10731172
3279		Virginia Division of Consolidated Laboratory Services	SUB10731177
3280		Virginia Division of Consolidated Laboratory Services	SUB10731178
3281		Virginia Division of Consolidated Laboratory Services	SUB10731184
3282		University Hospitals Leuven - UZLeuven	SUB10731241
3283		NJDOH, Public Health and Environmental Laboratories	SUB10731378
3284		NJDOH, Public Health and Environmental Laboratories	SUB10732484
3285		Dynacare	SUB10732795
3286		Naval Medical Research Center	SUB10738063
3287		UWHC	SUB10738545
3288		New Mexico Department of Health Scientific Laboratory	SUB10738972
3289		New Mexico Department of Health Scientific Laboratory	SUB10739014
3290		UNADIG	SUB10739024
3291		New Mexico Department of Health Scientific Laboratory	SUB10739121
3292		CDPHE	SUB10739146
3293		CDPHE	SUB10739147
3294		CDPHE	SUB10739149
3295		CDPHE	SUB10739150
3296		healthcare provider	SUB10739251
3297		healthcare provider	SUB10739265
3298		Orange County Public Health Laboratory	SUB10739574
3299		Utah Public Health Laboratory	SUB10739653
3300		PrimBio Research Institute	SUB10739656
3301		GMERS Medical College, Junagadh	SUB10745079
3302		Cell care pathology, Ahmedabad	SUB10745079
3303		Pathocare Pathology laboratory,Vadodara	SUB10745079
3304		Zydus Hospital, Ahmedabad	SUB10745079
3305		Pangenomics, Ahmedabad	SUB10745079
3306		Sunflower Laboratory, Ahmedabad	SUB10745079
3307		Unipath Speciality Laboratory Limited, Ahmedabad	SUB10745079
3308		Bhavsinhaji General Civil Hospital, Porbandar	SUB10745079
3309		Green Cross Pathology &amp; Molecular Laboratory, Ahmedabad	SUB10745079
3310		Neuberg Supratech Reference Laboratory, Surat	SUB10745079
3311		SN Genelab Pvt. Ltd, Surat	SUB10745079
3312		Supratech Micropath Laboratory Research Institute Pvt Ltd, Ahmedabad	SUB10745102
3313		Invitro Speciality laboratory, Ahmedabad	SUB10745102
3314		Neuberg Supratech Reference Laboratory, Surat	SUB10745102
3315		Smimer Medical College, Surat	SUB10745102
3316		Northstar Pathology Lab, Ahmedabad	SUB10745102
3317		SN Genelab Pvt. Ltd, Surat	SUB10745102
3318		Pathocare Pathology laboratory,Vadodara	SUB10745102
3319		GMERS Medical College, Gandhinagar	SUB10745102
3320		General Hospital, Nadiad	SUB10745102
3321		Sanjeevani Metropolis, Rajkot	SUB10745102
3322		NHL Medical College, Ahmedabad	SUB10745102
3323		Mangalam Invitro Laboratory, Rajkot	SUB10745102
3324		Medical College, Baroda	SUB10745102
3325		Ampligene Diagnostics Private Limited, Ahmedabad	SUB10745102
3326		Gujarat Adani Institute of Medical Sciences, Bhuj	SUB10745195
3327		GMERS Medical College, Valsad	SUB10745195
3328		Nootan Medical College and Research Centre, Visnagar	SUB10745195
3329		Healthcare HCL Reference Laboratory, Surat	SUB10745195
3330		Pramukhswami Medical college, Karamsad	SUB10745195
3331		APRL Pathlabs Pvt. Ltd, Vadodara	SUB10745195
3332		Supratech Micropath Laboratory Research Institute Pvt Ltd, Ahmedabad	SUB10745195
3333		Salvus Bioresearch laboratory, Ahmedabad	SUB10745195
3334		Desai Metropolis Health Service Pvt. Ltd, surat	SUB10745195
3335		M.P Shah Goverment Medical College,Jamnagar	SUB10745195
3336		Green cross Genetic Lab Pvt. Ltd, Ahmedabad	SUB10745195
3337		Krutarth Hospital, Nadiad	SUB10745195
3338		Sterling Accuris, Bhavnagar	SUB10745195
3339		Symmers Path Care, Bopal	SUB10745195
3340		SN Genelab Pvt. Ltd, Surat	SUB10745195
3341		Scientific Diagnostic Centre Pvt. Ltd., Ahmedabad	SUB10745195
3342		Sanjeevani Metropolis, Rajkot	SUB10745195
3343		Zydus Hospital, Ahmedabad	SUB10745195
3344		National Health Laboratory Service	SUB10747930
3345		Africa Centres for Disease Control and Prevention	SUB10747941
3346		National Health Laboratory Service	SUB10748121
3347		Africa Centres for Disease Control and Prevention	SUB10748151
3348		National Health Service Laboratory	SUB10748286
3349		Africa Centres for Disease Control and Prevention	SUB10748316
3350		Africa Centres for Disease Control and Prevention	SUB10748342
3351		National Health Laboratory Service	SUB10748353
3352		Ahmed Babiker	SUB10748424
3353		healthcare provider	SUB10749287
3354		healthcare provider	SUB10749428
3355		CDPHE	SUB10749465
3356		Orange County Public Health Laboratory	SUB10749546
3357		healthcare provider	SUB10749555
3358		healthcare provider	SUB10749619
3359		Vault Health	SUB10749696
3360		TPMG Regional Laboratory	SUB10749820
3361		TPMG Regional Laboratory	SUB10749833
3362		CDPH VBL	SUB10749833
3363		CDPH VBL	SUB10749840
3364		CDPH VBL	SUB10749848
3365		CDPHE	SUB10750021
3366		CDPHE	SUB10750174
3367		Dr. Bhatt Lab, Rajkot	SUB10756293
3368		Desai Metropolis Health Service Pvt. Ltd, surat	SUB10756293
3369		Dhiraj Hospital Waghodia, Vadodara	SUB10756293
3370		Government Medical College, Surat	SUB10756293
3371		Sterling Accuris, Bhavnagar	SUB10756293
3372		Supratech Micropath Laboratory Research Institute Pvt Ltd, Ahmedabad	SUB10756293
3373		SN Genelab Pvt. Ltd, Surat	SUB10756293
3374		Sanjeevani Metropolis, Rajkot	SUB10756293
3375		NJDOH, Public Health and Environmental Laboratories	SUB10756354
3376		CADRAD IVRI	SUB10756496
3377		Ethiopian Biotechnology Institute (EBTI)	SUB10756521
3378		CDPH VBL	SUB10757997
3379		CDPH VBL	SUB10758175
3380		CDPHE	SUB10758190
3381		CDPHE	SUB10758222
3382		CDPHE	SUB10758239
3383		CDPHE	SUB10758250
3384		CDPHE	SUB10759771
3385		UWHC	SUB10760234
3386		CDPHE	SUB10761733
3387		XX	SUB10761821
3388		NJDOH, Public Health and Environmental Laboratories	SUB10761832
3389		XX	SUB10761911
3390		Dynacare (Brampton)	SUB10762042
3391		Dynacare (Brampton)	SUB10762051
3392		CDPHE	SUB10762856
3393		Lahey Hospital &amp; Medical Center	SUB10763351
3394		Montana Public Health Laboratory	SUB10763497
3395		PrimBio Research Institute	SUB10763852
3396		Big X-ray Diagnostic centre LLP, Surat	SUB10765495
3397		Sanjeevani Metropolis, Rajkot	SUB10765495
3398		Desai Metropolis Health Service Pvt. Ltd, surat	SUB10765495
3399		GMERS Medical College, Junagadh	SUB10765495
3400		SN Genelab Pvt. Ltd, Surat	SUB10765495
3401		Supratech Micropath Laboratory Research Institute Pvt Ltd, Ahmedabad	SUB10765495
3402		Dr. Bhatt Lab, Rajkot	SUB10765495
3403		Toprani Advanced Lab system,Vadodara	SUB10765495
3404		General Hospital, Porbandar	SUB10765495
3405		Sterling Accuris, Bhavnagar	SUB10765495
3406		Salvus Bioresearch laboratory, Ahmedabad	SUB10765495
3407		Virpur Primary Health Center (Sabarkantha,Himatnagar)	SUB10765495
3408		District Hospital Jamkhambhaliya	SUB10765495
3409		GMERS Medical College, Junagadh	SUB10765497
3410		P.D.U Medical College Rajkot	SUB10765497
3411		Symmers Path Care, Bopal	SUB10765497
3412		Pramukhswami Medical college, Karamsad	SUB10765497
3413		Green Cross Pathology &amp; Molecular Laboratory, Ahmedabad	SUB10765497
3414		Zydus Hospital, Ahmedabad	SUB10765497
3415		Covid 19 Hospital Vadiyapalce, Rajpipla	SUB10765497
3416		NHL Medical College, Ahmedabad	SUB10765497
3417		Neuberg Supratech Reference Laboratory, Surat	SUB10765497
3418		Sanjeevani Metropolis, Rajkot	SUB10765497
3419		SN Genelab Pvt. Ltd, Surat	SUB10765497
3420		Dr. Bhatt Lab, Rajkot	SUB10765497
3421		GMERS Medical College, Valsad	SUB10765497
3422		Invitro Speciality laboratory, Ahmedabad	SUB10765497
3423		Nadiad Civil Hospital	SUB10765497
3424		Supratech Micropath Laboratory Research Institute Pvt Ltd, Ahmedabad	SUB10765497
3425		CDPHE	SUB10765690
3426		CDPHE	SUB10765921
3427		CDPHE	SUB10765975
3428		TPMG Regional Laboratory	SUB10766168
3429		CDPH VBL	SUB10766170
3430		TPMG Regional Laboratory	SUB10766172
3431		Nicolae Testemitanu State University of Medicine and Pharmacy	SUB10767309
3432		National Health Laboratory Service	SUB10767358
3433		Pennsylvania Department of Health Bureau of Laboratories	SUB10768149
3434		UWHC	SUB10768173
3435		North Carolina State Laboratory of Public Health	SUB10768213
3436		NJDOH, Public Health and Environmental Laboratories	SUB10768473
3437		DPHL	SUB10768494
3438		Texas Department of State Health Services	SUB10768596
3439		CDPH VBL	SUB10768637
3440		Utah Public Health Laboratory	SUB10768648
3441		Utah Public Health Laboratory	SUB10769076
3442		UWHC	SUB10769078
3443		Ahmed Babiker	SUB10769143
3444		Texas Department of State Health Services	SUB10769262
3445		CDPH VBL	SUB10769441
3446		CDPH VBL	SUB10769487
3447		University of Virginia Health System	SUB10769604
3448		University of Virginia Health System	SUB10769701
3449		University of Livepool	SUB10774332
3450		NJDOH, Public Health and Environmental Laboratories	SUB10774970
3451		Montana Public Health Laboratory	SUB10775256
3452		New Mexico Department of Health Scientific Laboratory	SUB10775268
3453		University of Virginia Health System	SUB10775623
3454		NJDOH, Public Health and Environmental Laboratories	SUB10776144
3455		University of Virginia Health System	SUB10776145
3456		University of Virginia Health System	SUB10777766
3457		Montana Public Health Laboratory	SUB10777791
3458		University of Virginia Health System	SUB10777799
3459		University of Virginia Health System	SUB10777841
3460		Public Health Ontario (PHO)	SUB10778029
3461			SUB10779109
3462		Utah Public Health Laboratory	SUB10779905
3463		National Health Service Laboratory	SUB10779928
3464		National Health Service Laboratory	SUB10780027
3465		TPMG Regional Laboratory	SUB10780580
3466		CDPH VBL	SUB10780638
3467		Texas Department of State Health Services	SUB10780690
3468		Orange County Public Health Laboratory	SUB10780852
3469		Texas Department of State Health Services	SUB10780955
3470		Texas Department of State Health Services	SUB10781017
3471		Utah Public Health Laboratory	SUB10781356
3472		Texas Department of State Health Services	SUB10781437
3473		Montana Public Health Laboratory	SUB10781451
3474		Utah Public Health Laboratory	SUB10781494
3475		Montana Public Health Laboratory	SUB10781522
3476		National Health Laboratory Service	SUB10783563
3477		Africa Centres for Disease Control and Prevention	SUB10783569
3478		National Health Service Laboratory	SUB10783605
3479		Africa Centres for Disease Control and Prevention	SUB10783623
3480		South Dakota Public Health Laboratory	SUB10784494
3481		South Dakota Public Health Laboratory	SUB10784512
3482		Texas Department of State Health Services	SUB10784637
3483		Montana Public Health Laboratory	SUB10784638
3484		Montana Public Health Laboratory	SUB10784792
3485		Utah Public Health Laboratory	SUB10784868
3486		State Hygienic Laboratory at the University of Iowa	SUB10784933
3487		Orange County Public Health Laboratory	SUB10785071
3488		Pennsylvania Department of Health Bureau of Laboratories	SUB10785257
3489		NJDOH, Public Health and Environmental Laboratories	SUB10785263
3490		The Ohio State University	SUB10785452
3491		CW	SUB10785785
3492		Dartmouth College	SUB10788065
3493		Montana Public Health Laboratory	SUB10788153
3494		CDPH VBL	SUB10788687
3495		FBCCHS - COVID Testing - 4520 READING ROAD, SUITE A-200	SUB10788690
3496			SUB10788690
3497		SOUTHWEST MSC- 6400 HIGH STAR DRIVE	SUB10788690
3498		FORT BEND EMPLOYEE - 301 JACKSON STREET	SUB10788690
3499		FORT BEND MEDICAL, EXAMINERS - 3840 BAMORE RD.	SUB10788690
3500		HARRIS CO. JUV. DET. CTR. - 1200 CONGRESS	SUB10788690
3501		HIRAM CLARKE MSC - 3810 W FUQUA ST	SUB10788690
3502		HCO INST FORENSIC SCI - 1861 OLD SPANISH TRAIL	SUB10788690
3503		MAYOR&apos;S OFFICE	SUB10788690
3504		Texas Department of State Health Services	SUB10789034
3505		NJDOH, Public Health and Environmental Laboratories	SUB10789483
3506		self	SUB10789494
3507		Colorado Department of Public Health and Environment	SUB10789616
3508		Harvard University	SUB10792851
3509		self	SUB10792906
3510		PrimBio Research Institute	SUB10793207
3511		self	SUB10793210
3512		CDPH VBL	SUB10793213
3513		CDPH VBL	SUB10793220
3514		TPMG Regional Laboratory	SUB10793222
3515		University of Livepool	SUB10793338
3516		Colorado Department of Public Health and Environment	SUB10793400
3517		National Health Service Laboratory	SUB10794399
3518		MRC	SUB10794399
3519		Central Health Laboratory,Ministry of Health and Wellness	SUB10794411
3520		UWHC	SUB10795025
3521		FBCCHS - COVID Testing - 4520 READING ROAD, SUITE A-200	SUB10795059
3522		MAGNOLIA HEALTH CENTER - 7037 CAPITOL	SUB10795059
3523			SUB10795059
3729		UWHC	SUB10829254
3524		HCO INST FORENSIC SCI - 1861 OLD SPANISH TRAIL	SUB10795059
3525		FORT BEND EMPLOYEE - 301 JACKSON STREET	SUB10795059
3526		HIRAM CLARKE MSC - 3810 W FUQUA ST	SUB10795059
3527		MEMORIAL HERMANN - 6411 FANNIN	SUB10795059
3528		SOUTHWEST MSC- 6400 HIGH STAR DRIVE	SUB10795059
3529		NJDOH, Public Health and Environmental Laboratories	SUB10795797
3530		UWHC	SUB10795803
3531		Texas Department of State Health Services	SUB10795934
3532		UWHC	SUB10795935
3533			SUB10796157
3534		NJDOH, Public Health and Environmental Laboratories	SUB10796209
3535		UWHC	SUB10796211
3536		UWHC	SUB10796414
3537		Colorado Department of Public Health and Environment	SUB10796418
3538		UWHC	SUB10796441
3539		UWHC	SUB10796464
3540		NJDOH, Public Health and Environmental Laboratories	SUB10796482
3541		UWHC	SUB10796507
3542		UWHC	SUB10796536
3543		South Dakota Public Health Laboratory	SUB10797003
3544		GMERS Medical College, Junagadh	SUB10797661
3545		Supratech Micropath Laboratory Research Institute Pvt Ltd, Ahmedabad	SUB10797661
3546		Unipath Speciality Laboratory Limited, Vadodara	SUB10797661
3547		Pramukhswami Medical college, Karamsad	SUB10797661
3548		Sterling Accuris, Surat	SUB10797661
3549		NHL Medical College, Ahmedabad	SUB10797661
3550		P.D.U. Medical College, Rajkot	SUB10797661
3551		Sanjeevani Metropolis, Rajkot	SUB10797661
3552		Pangenomics, Ahmedabad	SUB10797661
3553		SN Genelab Pvt. Ltd, Surat	SUB10797661
3554		Ampligene Diagnostics Private Limited, Ahmedabad	SUB10797661
3555		GMERS, Medical College Dharpur, Patan	SUB10797661
3556		Eugene Molecular Laboratory, Ahmedabad	SUB10797661
3557		CDPH VBL	SUB10797671
3558		CDPH VBL	SUB10797672
3559		CDPH VBL	SUB10797681
3560		Green cross Genetic Lab Pvt. Ltd, Ahmedabad	SUB10797698
3561		Unipath Speciality Laboratory Limited, Ahmedabad	SUB10797698
3562		Sanjeevani Metropolis, Rajkot	SUB10797698
3563		Supratech Micropath Laboratory Research Institute Pvt Ltd, Ahmedabad	SUB10797698
3564		SN Genelab Pvt. Ltd, Surat	SUB10797698
3565		Zydus Hospital, Ahmedabad	SUB10797698
3566		General Civil Hospital, Mehsana	SUB10797698
3567		APRL Pathlabs Pvt. Ltd, Vadodara	SUB10797698
3568		Eugene Molecular Laboratory, Ahmedabad	SUB10797698
3569		Sunflower Laboratory, Ahmedabad	SUB10797698
3570		Gujarat Adani Institute of Medical Sciences, Bhuj	SUB10797698
3571		Mangalam Invitro Laboratory, Rajkot	SUB10797698
3572		M.P Shah Goverment Medical College,Jamnagar	SUB10797698
3573		Clinical Lab, Aga Khan University Hospital	SUB10799900
3574		Pennsylvania Department of Health Bureau of Laboratories	SUB10800436
3575		CDPH VBL	SUB10800691
3576		New Mexico Department of Health Scientific Laboratory	SUB10800720
3577		Colorado Department of Public Health and Environment	SUB10800951
3578		NJDOH, Public Health and Environmental Laboratories	SUB10800952
3579		Texas Department of State Health Services	SUB10801280
3580		DPHL	SUB10801402
3581		TPMG Regional Laboratory	SUB10801658
3582		Orange County Public Health Laboratory	SUB10801663
3583		SN Genelab Pvt. Ltd, Surat	SUB10804887
3584		Unipath Speciality Laboratory Limited, Vadodara	SUB10804887
3585		Eugene Molecular Laboratory, Ahmedabad	SUB10804887
3586		General Hospital, Nadiad	SUB10804887
3587		GMERS Medical College, Gandhinagar	SUB10804887
3588		Northstar Pathology Lab, Ahmedabad	SUB10804887
3589		SSG Hospital Vadodara	SUB10804887
3590		GMERS Medical College, Valsad	SUB10804887
3591		Supratech Micropath Laboratory Research Institute Pvt Ltd, Ahmedabad	SUB10804887
3592		Green cross Genetic Lab Pvt. Ltd, Ahmedabad	SUB10804887
3593		Montana Public Health Laboratory	SUB10805412
3594		Montana Public Health Laboratory	SUB10805421
3595		Idaho Bureau of Laboratories	SUB10805741
3596		National Health Laboratory service	SUB10806410
3597		Utah Public Health Laboratory	SUB10806444
3598		NJDOH, Public Health and Environmental Laboratories	SUB10806574
3599		Montana Public Health Laboratory	SUB10806821
3600		GMERS Medical College, Valsad	SUB10812630
3601		Unipath Speciality Laboratory Limited, Vadodara	SUB10812630
3602		Sterling Accuris, Bhavnagar	SUB10812630
3603		Symmers Path Care, Bopal	SUB10812630
3604		GMERS Medical College, Junagadh	SUB10812630
3605		Supratech Micropath Laboratory Research Institute Pvt Ltd, Ahmedabad	SUB10812630
3606		Unipath Speciality Laboratory Limited, Ahmedabad	SUB10812630
